Block ID,Property ID,Base property ID,Building name,Streetaddress,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers
6,578322,573333,Crossbar,SwanstonStreet,Melbourne (CBD),2002,0,4,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
58,105831,105831,Crossley Hotel,LittleBourkeStreet,Melbourne (CBD),1962,2004,7,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,1
58,101230,101230,Crossleys Building,BourkeStreet,Melbourne (CBD),1848,0,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
806,110469,640947,Crown Casino Carpark,ClarkeStreet,Southbank,1960,2008,7,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
806,110343,640947,Crown Casino Retail Precinct,WhitemanStreet,Southbank,1997,0,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance has ramp,3,0,0
803,111175,110477,CROWN Entertainment Complex,WhitemanStreet,Southbank,1997,0,5,Parking - Commercial Covered,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
806,110478,640947,Crown Metropol ,ClarendonStreet,Southbank,2010,0,29,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
807,108054,108054,Crown Promenade Hotel,QueensBridgeStreet,Southbank,2003,2009,23,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
64,105708,105708,Crown Terrace,LonsdaleStreet,Melbourne (CBD),1952,1995,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
803,597190,110477,CROWN Towers Hotel,WhitemanStreet,Southbank,1997,0,37,Commercial Accommodation,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
131,108844,108844,Crowne Plaza,SpencerStreet,Docklands,1986,2004,12,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,15,1
64,103190,103190,Cuisine World,ElizabethStreet,Melbourne (CBD),1889,1990,3,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
105,104079,104079,Currie and Richards Building,FranklinStreet,Melbourne (CBD),1875,1993,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
66,109392,109392,Curtain House,SwanstonStreet,Melbourne (CBD),1920,2005,8,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
1102,611576,611576,Customs House,LaTrobeStreet,Docklands,2007,0,9,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
17,108594,108594,CVA,RussellStreet,Melbourne (CBD),1968,2004,3,Office,High level of accessibility,Main Entrance has ramp,3,0,0
54,104652,104652,Cyclone House,HardwareLane,Melbourne (CBD),1880,0,3,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
257,101248,101248,D1 Apartments,BouverieStreet,Carlton,2006,0,9,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
113,110691,108118,DAIRY PRODUCE MARKET,TherryStreet,Melbourne (CBD),1928,0,1,Retail - Stall,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
858,107821,107821,Daisy Mews,PuntRoad,South Yarra/Melbourne Remainder,1990,0,2,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
620,100360,109653,Dallas Brooks Hall,AlbertStreet,East Melbourne,1950,0,5,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
228,101450,101450,Dan O'Connell Hotel,CanningStreet,Carlton,1900,1980,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
266,107087,107087,Danaher House,OrrStreet,Carlton,1920,0,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
252,102649,102649,Darling Terrace,DrummondStreet,Carlton,1890,0,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,0
252,102647,102647,Darling Terrace,DrummondStreet,Carlton,1890,0,2,Office,Low level of accessibility,All entrances have steps,1,0,0
45,101141,101141,David Jones,BourkeStreet,Melbourne (CBD),1910,2004,6,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
55,101195,101195,David Jones,BourkeStreet,Melbourne (CBD),1910,2009,6,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
921,513244,103909,David Penington Building (Bld 102)                     ,FlemingtonRoad,Parkville,2005,0,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
54,105852,105852,Dawson Chambers,LittleBourkeStreet,Melbourne (CBD),1890,1986,5,Office,Low level of accessibility,All entrances have steps,1,0,0
6,578326,573333,Deakin Edge,SwanstonStreet,Melbourne (CBD),2002,0,1,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
95,109313,109313,Deakin House,SwanstonStreet,Melbourne (CBD),1972,1992,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,8,0
97,588500,108562,Deco Tower,RussellStreet,Melbourne (CBD),1940,2004,13,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
41,101164,101164,Defence Plaza,BourkeStreet,Melbourne (CBD),1990,1995,10,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
232,106957,106957,Democritus House,NicholsonStreet,Carlton,1940,0,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
63,105867,105867,Denmark House,LittleBourkeStreet,Melbourne (CBD),1924,1992,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
66,109390,109390,Denyers Building,SwanstonStreet,Melbourne (CBD),1888,2012,5,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
652,108597,109542,"Department of Education, Employment & Training",StAndrewsPlace,East Melbourne,1920,0,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
652,109545,109542,"Department of Education, Employment & Training",TreasuryPlace,East Melbourne,1920,0,5,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
652,108600,109542,Department of Parliamentry Services,StAndrewsPlace,East Melbourne,1920,0,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,30,1
652,106291,109542,Department of Premier & Cabinet,MacArthurStreet,East Melbourne,1970,0,15,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
248,102750,102750,Derby Terrace,DrummondStreet,Carlton,1890,0,2,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
45,101143,101143,Deva House,BourkeStreet,Melbourne (CBD),1924,1997,9,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
656,105143,105143,Devon House,JolimontStreet,East Melbourne,1890,2008,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
804,110542,110484,DFO South Wharf & DFO Homemaker,ConventionCentrePlace,Southbank,2009,0,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
1108,604119,604119,Dock 5,VictoriaHarbourPromenade,Docklands,2006,0,31,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,254,0
1110,580075,580075,Docklands Studios Melbourne,DocklandsDrive,Docklands,2004,0,2,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,20,1
81,106029,106029,Dockside Tower,LittleLonsdaleStreet,Melbourne (CBD),2000,0,26,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
860,102508,102508,Domain Park,DomainRoad,South Yarra/Melbourne Remainder,1963,0,19,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
431,108430,108430,Dooley,RosslynStreet,West Melbourne (Residential),1920,0,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
35,101097,101097,Douglas House,BlockPlace,Melbourne (CBD),1912,0,4,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
53,110144,110144,Douglas Menzies Chambers,WilliamStreet,Melbourne (CBD),1973,1997,13,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
85,102598,102598,Dovers Building,DreweryLane,Melbourne (CBD),1910,1995,8,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
53,105853,105853,Downs House,LittleBourkeStreet,Melbourne (CBD),1920,2008,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
267,106251,106251,Downtowner On Lygon,LygonStreet,Carlton,1966,0,4,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
54,105847,105847,Drayton House,LittleBourkeStreet,Melbourne (CBD),1939,1997,4,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
17,104028,104028,Dreman Building,FlindersStreet,Melbourne (CBD),1920,0,6,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,1
125,109681,109681,Drill Hall Affordable Housing Development,VictoriaStreet,Melbourne (CBD),1930,2010,10,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
95,109315,109315,Druids House,SwanstonStreet,Melbourne (CBD),1926,1992,7,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
212,546732,106170,Drummond Building,LygonStreet,Carlton,2000,0,10,Student Accommodation,Low level of accessibility,All entrances have steps,1,10,0
324,102909,102909,Dryburgh,DryburghStreet,North Melbourne,1970,1990,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
335,608207,608207,Dryburgh Corporate Suites,DryburghStreet,North Melbourne,2009,0,4,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,24,0
248,102752,102752,Dublin Terrace,DrummondStreet,Carlton,1890,0,2,Office,Low level of accessibility,All entrances have steps,1,2,1
17,103921,103921,Duckboard House,FlindersLane,Melbourne (CBD),1949,2008,5,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
760,108638,108638,Dun & Bradstreet House,StKildaRoad,South Yarra/Melbourne Remainder,1989,0,10,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
203,109348,109348,Duncaha Terrace,SwanstonStreet,Carlton,1890,0,2,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
656,105127,105127,Dyason House,JolimontRoad,East Melbourne,1890,0,2,Office,Low level of accessibility,All entrances have steps,1,0,0
66,105889,105889,Dynasty House,LittleBourkeStreet,Melbourne (CBD),1987,1997,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
64,104659,104659,Dynon Building,HardwareLane,Melbourne (CBD),1889,0,4,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
64,104658,104658,Dynons Building,HardwareLane,Melbourne (CBD),1889,0,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
362,103244,103244,E.589,ElizabethStreet,North Melbourne,2013,0,11,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1,0,0
32,110093,110093,Eagle House,WilliamStreet,Melbourne (CBD),1987,2004,11,Office,Low level of accessibility,All entrances have steps,1,0,0
43,101153,101153,Eagle House,BourkeStreet,Melbourne (CBD),1972,2006,14,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,10,0
87,106056,106056,East End Apartments,ExplorationLane,Melbourne (CBD),2010,0,30,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
605,104935,104935,East Melbourne Studio Apartments,HothamStreet,East Melbourne,1923,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
644,100337,100337,East Melbourne Synagogue,AlbertStreet,East Melbourne,1945,0,2,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,0
6,578318,573333,East Shard,SwanstonStreet,Melbourne (CBD),2002,0,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
750,569748,108655,East Tower,StKildaRoad,Southbank,2001,0,24,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
606,110012,110012,Eastbourne House,WellingtonParade,East Melbourne,1870,0,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,0
612,100373,100373,Eastern Town House,AlbertStreet,East Melbourne,1981,1999,4,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
42,105949,105949,Ebsworth House,LittleCollinsStreet,Melbourne (CBD),1879,1997,5,Institutional Accommodation ,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
377,102236,102236,Edinburgh Castle Hotel,CourtneyStreet,North Melbourne,1924,1991,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
11,103987,103987,Eifel Tower Apartments,FlindersStreet,Melbourne (CBD),2006,0,30,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
748,110433,110433,Eight Apartments,DorcasStreet,Southbank,2004,0,20,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,20,1
260,103275,103275,Elan Apartments,ElizabethStreet,Carlton,2011,0,12,Residential Apartment,Low level of accessibility,All entrances have steps,1,55,0
54,108108,108108,Elder House,QueenStreet,Melbourne (CBD),1964,1998,15,Office,High level of accessibility,Main Entrance has ramp,3,10,1
927,106414,106414,Elderly Chinese Home,ManninghamStreet,Parkville,1991,2013,1,Institutional Accommodation ,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,8,1
13,106438,106438,Electric House,MarketStreet,Melbourne (CBD),1988,1998,10,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,40,1
77,108574,108574,Elite Real Estate,RussellStreet,Melbourne (CBD),1900,0,2,Office,Low level of accessibility,All entrances have steps,1,0,0
51,101168,101168,Eliza Tinsley Building,BourkeStreet,Melbourne (CBD),1905,1998,3,Storage,Low level of accessibility,All entrances have steps,1,0,0
14,103169,103169,Elizabeth Chambers,ElizabethStreet,Melbourne (CBD),1890,0,5,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
352,101813,101813,Ellenside Cottages,ChapmanStreet,North Melbourne,1900,0,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,0
914,103771,103771,Ellim Atta,FitzgibbonStreet,Parkville,1890,0,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
748,110435,110435,Elm Apartments,DorcasStreet,Southbank,2010,0,23,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,24,1
84,110968,110968,Elm Tower Apartments,LittleLonsdaleStreet,Melbourne (CBD),2001,0,20,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
858,102515,102515,Elm Tree House,DomainRoad,South Yarra/Melbourne Remainder,1970,0,2,Educational/Research,High level of accessibility,Main Entrance has ramp,3,0,0
78,108991,108991,Elms Family Hotel,SpringStreet,Melbourne (CBD),1907,1995,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
268,102768,102768,Elmsmere House,DrummondStreet,Carlton,1882,0,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,0
25,102083,102083,Emirates House,CollinsStreet,Melbourne (CBD),1973,2001,16,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
256,101266,101266,EMP House,BouverieStreet,Carlton,1950,0,4,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,0
65,105698,105698,Emporium Melbourne,LonsdaleStreet,Melbourne (CBD),2014,0,6,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,30,1
646,109662,109662,Ensor,VictoriaParade,East Melbourne,1970,0,2,Office,High level of accessibility,Main Entrance has ramp,3,0,0
21,102105,102105,Enterprise House - 555 Collins Street,CollinsStreet,Melbourne (CBD),1975,1995,23,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,100,1
862,102498,102498,Entrecote,DomainRoad,South Yarra/Melbourne Remainder,1920,1995,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
84,108093,108093,EOS Centre,LittleLonsdaleStreet,Melbourne (CBD),1977,1999,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
810,570683,570683,EPIC (North Tower),KavanaghStreet,Southbank,1977,2013,39,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
51,101171,101171,EPIC Centre,BourkeStreet,Melbourne (CBD),1973,1995,11,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
17,104023,104023,EPSTEIN HOUSE,FlindersStreet,Melbourne (CBD),1875,0,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
607,108733,108733,Epworth Cliveden,SimpsonStreet,East Melbourne,1920,1990,2,Hospital/Clinic,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
34,105929,105929,Equitable House,LittleCollinsStreet,Melbourne (CBD),1925,2002,14,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
53,101180,101180,Equity Chambers,BourkeStreet,Melbourne (CBD),1931,1931,6,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
1108,604124,604124,Ericsson Commercial Tower,BourkeStreet,Docklands,2008,0,9,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,165,1
38,108980,108980,Esanda Building,SpringStreet,Melbourne (CBD),1988,2003,16,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3,0,0
207,106147,106147,Esprit,LygonStreet,Carlton,1890,0,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
801,110333,110333,ESSO House,RiversideQuay,Southbank,1988,0,15,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,45,1
1103,558180,558180,Etihad Stadium,HarbourEsplanade,Docklands,2002,0,5,Parking - Commercial Covered,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
801,559161,559161,Eureka Tower,RiversideQuay,Southbank,2006,0,92,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
58,108986,108986,EUROPEAN,SpringStreet,Melbourne (CBD),1900,2008,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
927,106408,106408,Evo Apartments,ManninghamStreet,Parkville,2013,0,6,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,12,0
44,105956,105956,EXCELSIOR,LittleCollinsStreet,Melbourne (CBD),1945,1995,11,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
14,103168,103168,Excelsior House,ElizabethStreet,Melbourne (CBD),1927,1993,7,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
21,105296,105296,Exchange Square,KingStreet,Melbourne (CBD),1988,2000,8,Office,High level of accessibility,Main Entrance has ramp,3,0,1
42,105950,105950,Exchange Tower,LittleCollinsStreet,Melbourne (CBD),1976,2001,18,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
66,108547,108547,Exford Hotel,RussellStreet,Melbourne (CBD),1856,1994,4,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
87,103609,103609,Exhibition Apartments,ExhibitionStreet,Melbourne (CBD),1991,1996,12,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,0,0
268,108153,108153,Exhibition Mews,RathdowneStreet,Carlton,1990,2002,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
1108,609481,609481,Exo Apartments,MerchantStreet,Docklands,2013,0,12,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,100,0
240,107550,107550,Faculty Of Business & Economics (BLD 110),BerkeleyStreet,Carlton,2009,0,15,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
616,104980,104980,Fairhall,HothamStreet,East Melbourne,1870,0,2,Public Display Area,Low level of accessibility,All entrances have steps,1,0,1
54,105850,105850,Farrants Building,LittleBourkeStreet,Melbourne (CBD),1945,0,3,Office,Low level of accessibility,All entrances have steps,1,0,0
38,102168,102168,Farrer House,CollinsStreet,Melbourne (CBD),1969,1997,13,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
45,109273,109273,Fauls Building,SwanstonStreet,Melbourne (CBD),1945,2001,3,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
858,109508,109508,Fawkner,WToorakRoad,South Yarra/Melbourne Remainder,1990,0,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
760,108642,108642,Fawkner Centre,StKildaRoad,South Yarra/Melbourne Remainder,1973,1990,19,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,20,1
866,110944,110944,Fawkner Park Community Centre,WToorakRoad,South Yarra/Melbourne Remainder,1948,0,1,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
720,108629,108629,Fawkner Towers,StKildaRoad,South Yarra/Melbourne Remainder,1983,0,14,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
607,109999,109999,Fertility Control Clinic,WellingtonParade,East Melbourne,1890,2000,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,1
442,102955,102955,Festival Hall,DudleyStreet,West Melbourne (Residential),1930,0,1,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance has ramp,3,0,0
1109,578357,578357,Fish Bar,NewquayPromenade,Docklands,2002,0,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
72,110708,110707,Flagstaff Carpark,LittleLonsdaleStreet,Melbourne (CBD),1985,2003,13,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
111,102950,102950,Flagstaff City Motel,DudleyStreet,West Melbourne (Residential),1978,2003,3,Commercial Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
101,100850,100850,Flagstaff Place,BatmanStreet,West Melbourne (Residential),2014,0,16,Residential Apartment,Low level of accessibility,All entrances have steps,1,90,0
101,105112,105112,Flagstaff Square,JeffcottStreet,West Melbourne (Residential),1994,0,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,45,0
82,110109,110109,Flagstaff Station,WilliamStreet,Melbourne (CBD),1985,1998,1,Transport,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
202,109331,109331,Fleming House,SwanstonStreet,Carlton,1920,0,2,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,0
570,108810,108810,Flemington Racecourse,EpsomRoad,Kensington,1840,2007,7,Storage,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
16,104018,104018,Flinders Gate,FlindersStreet,Melbourne (CBD),1891,1988,9,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
25,103963,103963,Flinders House,FlindersLane,Melbourne (CBD),1860,2000,6,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
16,103932,103932,Flinders Lane Apartments,FlindersLane,Melbourne (CBD),1900,1998,7,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
4,104034,104034,Flinders Street Station,FlindersStreet,Melbourne (CBD),1910,0,5,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
11,103988,103988,Flinders Towers,FlindersStreet,Melbourne (CBD),2005,0,13,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
1112,103980,103980,Flinders Wharf Apartments,SiddeleyStreet,Docklands,2003,0,19,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
53,101177,101177,Formely Known As Flotta Lauro Building,BourkeStreet,Melbourne (CBD),1970,2008,13,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
93,110171,110171,Former Army Medical Corps Depot,A'BeckettStreet,Melbourne (CBD),1938,2000,3,Office,Low level of accessibility,All entrances have steps,1,0,1
78,110716,580091,Former Black Eagle Hotel,LonsdaleStreet,Melbourne (CBD),1850,1920,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
227,105188,105188,Former Carlton Creche,NeillStreet,Carlton,2003,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
78,110726,580090,Former Church of England Mission,SpringStreet,Melbourne (CBD),1876,0,3,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
77,103608,103608,Former Mickveh Yisrael Synagogue,ExhibitionStreet,Melbourne (CBD),1859,2002,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
31,102114,102114,Former New Zealand Loan and Merc,CollinsStreet,Melbourne (CBD),1910,2010,5,Student Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
78,110721,580091,Former Oddfellows Hotel,LittleLonsdaleStreet,Melbourne (CBD),1853,2012,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
205,104469,104469,Former Royal Womens Hospital,GrattanStreet,Carlton,1980,0,13,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
61,105308,105308,Former YHA Building,KingStreet,Melbourne (CBD),1913,2000,2,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
16,104020,104020,Forum Theatre,FlindersStreet,Melbourne (CBD),1929,1996,6,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
720,108626,108626,Four O Nine,StKildaRoad,South Yarra/Melbourne Remainder,1970,0,15,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
27,102069,102069,Francis House,CollinsStreet,Melbourne (CBD),1926,1991,8,Office,Low level of accessibility,All entrances have steps,1,0,0
84,105455,105455,FRANCIS HOUSE,LaTrobeStreet,Melbourne (CBD),1925,1996,3,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
114,104093,104093,Franklin Apartments,FranklinStreet,Melbourne (CBD),1945,1993,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
105,104080,104080,Franklin Lofts,FranklinStreet,Melbourne (CBD),2000,0,31,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,30,1
87,101028,101028,Fraser Place Melbourne,BennettsLane,Melbourne (CBD),2010,0,14,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
87,103631,103631,Fraser Place Melbourne,ExplorationLane,Melbourne (CBD),2009,0,14,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,4,1
710,108618,108618,Freeman McMurrick House,StKildaRoad,South Yarra/Melbourne Remainder,1970,1991,4,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
614,102005,102005,Freemasons Hospital,ClarendonStreet,East Melbourne,1965,0,5,Hospital/Clinic,High level of accessibility,Main Entrance has ramp,3,0,1
620,109652,109653,Freemasons Hospital,VictoriaParade,East Melbourne,1950,0,4,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
